accountCode,Order No.,Date,Crate Code,Item Code,Item Name,Item Type,Item Quantity,Loaded Quantity,Unloaded Quantity,Amount To Be Collected,Status
Cust_5854,=("ord_653530619259_test"),"15, Jun 2019 08:56 PM",DZjNbSl9GhUf0fp,8986647,Item Name - 2 - 840,Item Type - 2 - 840,7.0,0.0,0.0,21.0,PACKED
Cust_2540,=("Ord_1007568_test"),"14, Jun 2019 11:26 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,1.0,1.0,500.0,UNLOADED
Cust_9436,=("ord_256603775248_test"),"14, Jun 2019 11:15 PM",TBl94JfBzPazEnj,3663346,Item Name - 1 - 534,Item Type - 1 - 534,9.0,0.0,0.0,45.0,PACKED
Cust_9436,=("ord_256603775248_test"),"14, Jun 2019 11:15 PM",TBl94JfBzPazEnj,7116452,Item Name - 2 - 958,Item Type - 2 - 958,7.0,0.0,0.0,28.0,PACKED
Cust_9436,=("ord_256603775248_test"),"14, Jun 2019 11:15 PM",8vvRJTVUprOqRA4,6728015,Item Name - 1 - 863,Item Type - 1 - 863,2.0,0.0,0.0,12.0,PACKED
Cust_9436,=("ord_256603775248_test"),"14, Jun 2019 11:15 PM",8vvRJTVUprOqRA4,4601633,Item Name - 2 - 101,Item Type - 2 - 101,4.0,0.0,0.0,28.0,PACKED
Cust_0610,=("ord_764247406674_test"),"14, Jun 2019 10:40 PM",TeZLh9ZYfl69XsM,3828258,Item Name - 1 - 913,Item Type - 1 - 913,0.0,0.0,0.0,0.0,PACKED
Cust_0610,=("ord_764247406674_test"),"14, Jun 2019 10:40 PM",TeZLh9ZYfl69XsM,6127806,Item Name - 2 - 563,Item Type - 2 - 563,0.0,0.0,0.0,0.0,PACKED
Cust_0610,=("ord_764247406674_test"),"14, Jun 2019 10:40 PM",rBM8EZD5pzKXjmg,0860444,Item Name - 1 - 288,Item Type - 1 - 288,3.0,0.0,0.0,18.0,PACKED
Cust_0610,=("ord_764247406674_test"),"14, Jun 2019 10:40 PM",rBM8EZD5pzKXjmg,1701252,Item Name - 2 - 177,Item Type - 2 - 177,0.0,0.0,0.0,0.0,PACKED
Cust_2006,=("ord_703570898582_test"),"14, Jun 2019 10:37 PM",1EYqmunaIkgPOF7,9063044,Item Name - 1 - 974,Item Type - 1 - 974,9.0,0.0,0.0,18.0,PACKED
Cust_2006,=("ord_703570898582_test"),"14, Jun 2019 10:37 PM",1EYqmunaIkgPOF7,7129893,Item Name - 2 - 922,Item Type - 2 - 922,0.0,0.0,0.0,0.0,PACKED
Cust_2006,=("ord_703570898582_test"),"14, Jun 2019 10:37 PM",BYJPFAePdK45rTb,1086027,Item Name - 1 - 437,Item Type - 1 - 437,6.0,0.0,0.0,12.0,PACKED
Cust_2006,=("ord_703570898582_test"),"14, Jun 2019 10:37 PM",BYJPFAePdK45rTb,7171746,Item Name - 2 - 446,Item Type - 2 - 446,8.0,0.0,0.0,56.0,PACKED
Cust_8165,=("ord_496544180817_test"),"14, Jun 2019 10:34 PM",W5poPSD2Un8XBm5,4221089,Item Name - 1 - 698,Item Type - 1 - 698,3.0,0.0,0.0,6.0,PACKED
Cust_8165,=("ord_496544180817_test"),"14, Jun 2019 10:34 PM",W5poPSD2Un8XBm5,4896655,Item Name - 2 - 198,Item Type - 2 - 198,8.0,0.0,0.0,16.0,PACKED
Cust_8165,=("ord_496544180817_test"),"14, Jun 2019 10:34 PM",BacBJjeniSrBjNn,6193838,Item Name - 1 - 796,Item Type - 1 - 796,6.0,0.0,0.0,6.0,PACKED
Cust_8165,=("ord_496544180817_test"),"14, Jun 2019 10:34 PM",BacBJjeniSrBjNn,0448419,Item Name - 2 - 823,Item Type - 2 - 823,6.0,0.0,0.0,0.0,PACKED
Cust_8535,=("ord_126265875101_test"),"14, Jun 2019 10:33 PM",pBSl62zGcB04dN3,4232897,Item Name - 1 - 743,Item Type - 1 - 743,4.0,4.0,4.0,20.0,UNLOADED
Cust_8535,=("ord_126265875101_test"),"14, Jun 2019 10:33 PM",pBSl62zGcB04dN3,5270498,Item Name - 2 - 631,Item Type - 2 - 631,7.0,7.0,7.0,0.0,UNLOADED
Cust_8535,=("ord_126265875101_test"),"14, Jun 2019 10:33 PM",cGfekSbay3HjVi9,2911087,Item Name - 1 - 721,Item Type - 1 - 721,8.0,8.0,8.0,48.0,UNLOADED
Cust_8535,=("ord_126265875101_test"),"14, Jun 2019 10:33 PM",cGfekSbay3HjVi9,3397577,Item Name - 2 - 102,Item Type - 2 - 102,7.0,7.0,7.0,63.0,UNLOADED
Cust_0899,=("ord_633712726003_test"),"14, Jun 2019 10:31 PM",Ld3SSreFByWdMwM,9533431,Item Name - 1 - 944,Item Type - 1 - 944,9.0,0.0,0.0,18.0,PACKED
Cust_0899,=("ord_633712726003_test"),"14, Jun 2019 10:31 PM",Ld3SSreFByWdMwM,4564182,Item Name - 2 - 883,Item Type - 2 - 883,6.0,0.0,0.0,36.0,PACKED
Cust_0899,=("ord_633712726003_test"),"14, Jun 2019 10:31 PM",JT7qtY8mGgIteIV,1986678,Item Name - 1 - 499,Item Type - 1 - 499,6.0,0.0,0.0,54.0,PACKED
Cust_0899,=("ord_633712726003_test"),"14, Jun 2019 10:31 PM",JT7qtY8mGgIteIV,2307183,Item Name - 2 - 035,Item Type - 2 - 035,0.0,0.0,0.0,0.0,PACKED
Cust_7138,=("Ord_4888351_test"),"14, Jun 2019 10:30 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_0594,=("Ord_7747162_test"),"14, Jun 2019 10:27 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_6094,=("Ord_4876227_test"),"14, Jun 2019 10:24 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_2167,=("Ord_2302433_test"),"14, Jun 2019 05:03 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_6428,=("Ord_8611190_test"),"13, Jun 2019 01:43 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,1.0,1.0,500.0,UNLOADED
Cust_9802,=("ord_403377415263_test"),"13, Jun 2019 01:31 PM",fxrPk2qOwfdWoPr,2911488,Item Name - 1 - 214,Item Type - 1 - 214,4.0,0.0,0.0,4.0,PACKED
Cust_9802,=("ord_403377415263_test"),"13, Jun 2019 01:31 PM",fxrPk2qOwfdWoPr,1443176,Item Name - 2 - 469,Item Type - 2 - 469,0.0,0.0,0.0,0.0,PACKED
Cust_9802,=("ord_403377415263_test"),"13, Jun 2019 01:31 PM",Elz2kmhrc5E5pIL,5919972,Item Name - 1 - 088,Item Type - 1 - 088,0.0,0.0,0.0,0.0,PACKED
Cust_9802,=("ord_403377415263_test"),"13, Jun 2019 01:31 PM",Elz2kmhrc5E5pIL,9965259,Item Name - 2 - 763,Item Type - 2 - 763,0.0,0.0,0.0,0.0,PACKED
Cust_4654,=("ord_412142797460_test"),"13, Jun 2019 01:00 PM",6qRNn2r7ig9fKFE,1948206,Item Name - 1 - 173,Item Type - 1 - 173,4.0,0.0,0.0,24.0,PACKED
Cust_4654,=("ord_412142797460_test"),"13, Jun 2019 01:00 PM",6qRNn2r7ig9fKFE,0957384,Item Name - 2 - 427,Item Type - 2 - 427,4.0,0.0,0.0,24.0,PACKED
Cust_4654,=("ord_412142797460_test"),"13, Jun 2019 01:00 PM",f1Hv6oEyvI0a7hf,9531083,Item Name - 1 - 759,Item Type - 1 - 759,4.0,0.0,0.0,28.0,PACKED
Cust_4654,=("ord_412142797460_test"),"13, Jun 2019 01:00 PM",f1Hv6oEyvI0a7hf,6317001,Item Name - 2 - 093,Item Type - 2 - 093,9.0,0.0,0.0,45.0,PACKED
Cust_3866,=("ord_432391914449_test"),"13, Jun 2019 12:58 PM",PQQUXnbNBvXDlFK,1765723,Item Name - 1 - 298,Item Type - 1 - 298,2.0,0.0,0.0,2.0,PACKED
Cust_3866,=("ord_432391914449_test"),"13, Jun 2019 12:58 PM",PQQUXnbNBvXDlFK,7614667,Item Name - 2 - 236,Item Type - 2 - 236,3.0,0.0,0.0,3.0,PACKED
Cust_3866,=("ord_432391914449_test"),"13, Jun 2019 12:58 PM",qOTjz4zIAbrM5EY,7206743,Item Name - 1 - 018,Item Type - 1 - 018,6.0,0.0,0.0,0.0,PACKED
Cust_3866,=("ord_432391914449_test"),"13, Jun 2019 12:58 PM",qOTjz4zIAbrM5EY,6145956,Item Name - 2 - 701,Item Type - 2 - 701,8.0,0.0,0.0,0.0,PACKED
Cust_8203,=("ord_402336411374_test"),"13, Jun 2019 12:57 PM",6WYDZOt1DQDRTsV,7765393,Item Name - 1 - 012,Item Type - 1 - 012,8.0,0.0,0.0,64.0,PACKED
Cust_8203,=("ord_402336411374_test"),"13, Jun 2019 12:57 PM",6WYDZOt1DQDRTsV,5295913,Item Name - 2 - 222,Item Type - 2 - 222,3.0,0.0,0.0,0.0,PACKED
Cust_8203,=("ord_402336411374_test"),"13, Jun 2019 12:57 PM",OEAoygZUTmhkh2S,4219234,Item Name - 1 - 962,Item Type - 1 - 962,6.0,0.0,0.0,48.0,PACKED
Cust_8203,=("ord_402336411374_test"),"13, Jun 2019 12:57 PM",OEAoygZUTmhkh2S,7792023,Item Name - 2 - 567,Item Type - 2 - 567,3.0,0.0,0.0,3.0,PACKED
Cust_6220,=("ord_464016426536_test"),"13, Jun 2019 12:53 PM",YgrHay7vgqTxglj,3071977,Item Name - 1 - 225,Item Type - 1 - 225,7.0,0.0,0.0,14.0,PACKED
Cust_6220,=("ord_464016426536_test"),"13, Jun 2019 12:53 PM",YgrHay7vgqTxglj,3365241,Item Name - 2 - 082,Item Type - 2 - 082,8.0,0.0,0.0,8.0,PACKED
Cust_6220,=("ord_464016426536_test"),"13, Jun 2019 12:53 PM",JSEsANIg9irl1q2,2409754,Item Name - 1 - 466,Item Type - 1 - 466,9.0,0.0,0.0,54.0,PACKED
Cust_6220,=("ord_464016426536_test"),"13, Jun 2019 12:53 PM",JSEsANIg9irl1q2,4246424,Item Name - 2 - 020,Item Type - 2 - 020,1.0,0.0,0.0,0.0,PACKED
Cust_6652,=("ord_864056277994_test"),"13, Jun 2019 12:53 PM",B73a2o5JQqrrabK,4536771,Item Name - 1 - 609,Item Type - 1 - 609,9.0,9.0,9.0,9.0,UNLOADED
Cust_6652,=("ord_864056277994_test"),"13, Jun 2019 12:53 PM",B73a2o5JQqrrabK,9563125,Item Name - 2 - 598,Item Type - 2 - 598,1.0,1.0,1.0,8.0,UNLOADED
Cust_6652,=("ord_864056277994_test"),"13, Jun 2019 12:53 PM",5JIX7juSqbGJbE5,9305930,Item Name - 1 - 148,Item Type - 1 - 148,7.0,7.0,7.0,49.0,UNLOADED
Cust_6652,=("ord_864056277994_test"),"13, Jun 2019 12:53 PM",5JIX7juSqbGJbE5,0099477,Item Name - 2 - 446,Item Type - 2 - 446,4.0,4.0,4.0,24.0,UNLOADED
Cust_0671,=("Ord_1218724_test"),"13, Jun 2019 12:50 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_8372,=("Ord_3033782_test"),"13, Jun 2019 12:47 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_9267,=("Ord_4580856_test"),"13, Jun 2019 12:44 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_7886,=("Ord_5687532_test"),"13, Jun 2019 11:32 AM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_0541,=("ord_829181824049_test"),"13, Jun 2019 10:30 AM",NlwOzMTIiIlswYW,4389596,Item Name - 1 - 759,Item Type - 1 - 759,0.0,0.0,0.0,0.0,PACKED
Cust_0541,=("ord_829181824049_test"),"13, Jun 2019 10:30 AM",NlwOzMTIiIlswYW,7118648,Item Name - 2 - 433,Item Type - 2 - 433,4.0,0.0,0.0,0.0,PACKED
Cust_0541,=("ord_829181824049_test"),"13, Jun 2019 10:30 AM",OTcAothZoouBLFx,9292415,Item Name - 1 - 343,Item Type - 1 - 343,0.0,0.0,0.0,0.0,PACKED
Cust_0541,=("ord_829181824049_test"),"13, Jun 2019 10:30 AM",OTcAothZoouBLFx,2322703,Item Name - 2 - 157,Item Type - 2 - 157,4.0,0.0,0.0,12.0,PACKED
Cust_9368,=("ord_391325138023_test"),"13, Jun 2019 10:30 AM",Z9dJlqmNxZndkWU,8188380,Item Name - 1 - 606,Item Type - 1 - 606,8.0,8.0,8.0,16.0,UNLOADED
Cust_9368,=("ord_391325138023_test"),"13, Jun 2019 10:30 AM",Z9dJlqmNxZndkWU,5433003,Item Name - 2 - 709,Item Type - 2 - 709,0.0,0.0,0.0,0.0,UNLOADED
Cust_9368,=("ord_391325138023_test"),"13, Jun 2019 10:30 AM",eDUlDoX8HywIIW6,3204693,Item Name - 1 - 119,Item Type - 1 - 119,8.0,8.0,8.0,24.0,UNLOADED
Cust_9368,=("ord_391325138023_test"),"13, Jun 2019 10:30 AM",eDUlDoX8HywIIW6,5139329,Item Name - 2 - 010,Item Type - 2 - 010,3.0,3.0,3.0,0.0,UNLOADED
Cust_3535,=("ord_848134932570_test"),"13, Jun 2019 10:30 AM",xM3MjcK0d9sDXSp,8522531,Item Name - 1 - 351,Item Type - 1 - 351,4.0,0.0,0.0,24.0,PACKED
Cust_3535,=("ord_848134932570_test"),"13, Jun 2019 10:30 AM",xM3MjcK0d9sDXSp,5567807,Item Name - 2 - 127,Item Type - 2 - 127,8.0,0.0,0.0,24.0,PACKED
Cust_3535,=("ord_848134932570_test"),"13, Jun 2019 10:30 AM",qeIv6gseXnFFLSU,9474176,Item Name - 1 - 275,Item Type - 1 - 275,3.0,0.0,0.0,15.0,PACKED
Cust_3535,=("ord_848134932570_test"),"13, Jun 2019 10:30 AM",qeIv6gseXnFFLSU,8750675,Item Name - 2 - 385,Item Type - 2 - 385,6.0,0.0,0.0,36.0,PACKED
Cust_6886,=("ord_033718592318_test"),"13, Jun 2019 10:12 AM",apye2ffLOXWlRks,8335798,Item Name - 1 - 626,Item Type - 1 - 626,1.0,0.0,0.0,7.0,PACKED
Cust_6886,=("ord_033718592318_test"),"13, Jun 2019 10:12 AM",apye2ffLOXWlRks,4762540,Item Name - 2 - 099,Item Type - 2 - 099,2.0,0.0,0.0,8.0,PACKED
Cust_6886,=("ord_033718592318_test"),"13, Jun 2019 10:12 AM",lD8tBo85a42k8wk,3733253,Item Name - 1 - 979,Item Type - 1 - 979,8.0,0.0,0.0,56.0,PACKED
Cust_6886,=("ord_033718592318_test"),"13, Jun 2019 10:12 AM",lD8tBo85a42k8wk,1701273,Item Name - 2 - 736,Item Type - 2 - 736,9.0,0.0,0.0,81.0,PACKED
Cust_3648,=("ord_749423252834_test"),"13, Jun 2019 09:41 AM",w1OS9RlHY87yL1n,2693038,Item Name - 1 - 080,Item Type - 1 - 080,5.0,5.0,5.0,25.0,UNLOADED
Cust_3648,=("ord_749423252834_test"),"13, Jun 2019 09:41 AM",w1OS9RlHY87yL1n,6085797,Item Name - 2 - 299,Item Type - 2 - 299,9.0,9.0,9.0,54.0,UNLOADED
Cust_3648,=("ord_749423252834_test"),"13, Jun 2019 09:41 AM",26HNNRPeBWSXjuk,6993843,Item Name - 1 - 144,Item Type - 1 - 144,9.0,9.0,9.0,54.0,UNLOADED
Cust_3648,=("ord_749423252834_test"),"13, Jun 2019 09:41 AM",26HNNRPeBWSXjuk,6528247,Item Name - 2 - 848,Item Type - 2 - 848,7.0,7.0,7.0,7.0,UNLOADED
Cust_0202,=("Ord_0447982_test"),"13, Jun 2019 02:36 AM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_9127,=("Ord_9792776_test"),"13, Jun 2019 02:26 AM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_9104,=("Ord_4334384_test"),"13, Jun 2019 02:16 AM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_5517,=("ord_805122294445_test"),"13, Jun 2019 02:09 AM",SgvXSzPk9tE5mEa,9840614,Item Name - 1 - 880,Item Type - 1 - 880,4.0,0.0,0.0,8.0,PACKED
Cust_5517,=("ord_805122294445_test"),"13, Jun 2019 02:09 AM",SgvXSzPk9tE5mEa,4346886,Item Name - 2 - 713,Item Type - 2 - 713,1.0,0.0,0.0,8.0,PACKED
Cust_5517,=("ord_805122294445_test"),"13, Jun 2019 02:09 AM",mnnPm7no2AWGESS,8838184,Item Name - 1 - 336,Item Type - 1 - 336,5.0,0.0,0.0,20.0,PACKED
Cust_5517,=("ord_805122294445_test"),"13, Jun 2019 02:09 AM",mnnPm7no2AWGESS,2966094,Item Name - 2 - 043,Item Type - 2 - 043,5.0,0.0,0.0,40.0,PACKED
Cust_1943,=("ord_872796121588_test"),"13, Jun 2019 01:34 AM",ySxFQ5lV4AVUnh9,1138214,Item Name - 1 - 923,Item Type - 1 - 923,9.0,0.0,0.0,18.0,PACKED
Cust_1943,=("ord_872796121588_test"),"13, Jun 2019 01:34 AM",ySxFQ5lV4AVUnh9,6494366,Item Name - 2 - 671,Item Type - 2 - 671,6.0,0.0,0.0,36.0,PACKED
Cust_1943,=("ord_872796121588_test"),"13, Jun 2019 01:34 AM",zWz0s6tFyH8f9QX,5373723,Item Name - 1 - 923,Item Type - 1 - 923,3.0,0.0,0.0,0.0,PACKED
Cust_1943,=("ord_872796121588_test"),"13, Jun 2019 01:34 AM",zWz0s6tFyH8f9QX,5788240,Item Name - 2 - 390,Item Type - 2 - 390,6.0,0.0,0.0,12.0,PACKED
Cust_0090,=("ord_055767473704_test"),"13, Jun 2019 01:19 AM",VjL4Fofhy7UyA2y,8066321,Item Name - 1 - 295,Item Type - 1 - 295,6.0,0.0,0.0,54.0,PACKED
Cust_0090,=("ord_055767473704_test"),"13, Jun 2019 01:19 AM",VjL4Fofhy7UyA2y,0365020,Item Name - 2 - 732,Item Type - 2 - 732,8.0,0.0,0.0,8.0,PACKED
Cust_0090,=("ord_055767473704_test"),"13, Jun 2019 01:19 AM",R6HGOE8b2rDQlf5,9885525,Item Name - 1 - 737,Item Type - 1 - 737,2.0,0.0,0.0,12.0,PACKED
Cust_0090,=("ord_055767473704_test"),"13, Jun 2019 01:19 AM",R6HGOE8b2rDQlf5,5348909,Item Name - 2 - 834,Item Type - 2 - 834,8.0,0.0,0.0,8.0,PACKED
Cust_0745,=("ord_648348666173_test"),"13, Jun 2019 01:10 AM",mEm1TyKnBRfOufq,7141894,Item Name - 1 - 088,Item Type - 1 - 088,3.0,0.0,0.0,21.0,PACKED
Cust_0745,=("ord_648348666173_test"),"13, Jun 2019 01:10 AM",mEm1TyKnBRfOufq,7884509,Item Name - 2 - 659,Item Type - 2 - 659,9.0,0.0,0.0,45.0,PACKED
Cust_0745,=("ord_648348666173_test"),"13, Jun 2019 01:10 AM",smRIghvTlIH9Q5m,3599367,Item Name - 1 - 496,Item Type - 1 - 496,8.0,0.0,0.0,64.0,PACKED
Cust_0745,=("ord_648348666173_test"),"13, Jun 2019 01:10 AM",smRIghvTlIH9Q5m,9346788,Item Name - 2 - 740,Item Type - 2 - 740,2.0,0.0,0.0,4.0,PACKED
Cust_5135,=("ord_560065330304_test"),"13, Jun 2019 01:06 AM",t5RAc26nNXKP9iw,0733407,Item Name - 1 - 757,Item Type - 1 - 757,1.0,0.0,0.0,6.0,PACKED
Cust_5135,=("ord_560065330304_test"),"13, Jun 2019 01:06 AM",t5RAc26nNXKP9iw,3531634,Item Name - 2 - 311,Item Type - 2 - 311,3.0,0.0,0.0,21.0,PACKED
Cust_5135,=("ord_560065330304_test"),"13, Jun 2019 01:06 AM",csXMhsLfcSouf2e,5726070,Item Name - 1 - 633,Item Type - 1 - 633,5.0,0.0,0.0,20.0,PACKED
Cust_5135,=("ord_560065330304_test"),"13, Jun 2019 01:06 AM",csXMhsLfcSouf2e,4474829,Item Name - 2 - 857,Item Type - 2 - 857,3.0,0.0,0.0,21.0,PACKED
Cust_1819,=("ord_883125833260_test"),"13, Jun 2019 01:03 AM",HDyZGxw3HlS3U55,7396501,Item Name - 1 - 143,Item Type - 1 - 143,5.0,0.0,0.0,25.0,PACKED
Cust_1819,=("ord_883125833260_test"),"13, Jun 2019 01:03 AM",HDyZGxw3HlS3U55,2741774,Item Name - 2 - 924,Item Type - 2 - 924,7.0,0.0,0.0,21.0,PACKED
Cust_1819,=("ord_883125833260_test"),"13, Jun 2019 01:03 AM",M0pvFwgZSSm2ntF,9532925,Item Name - 1 - 579,Item Type - 1 - 579,7.0,0.0,0.0,56.0,PACKED
Cust_1819,=("ord_883125833260_test"),"13, Jun 2019 01:03 AM",M0pvFwgZSSm2ntF,8981185,Item Name - 2 - 400,Item Type - 2 - 400,3.0,0.0,0.0,18.0,PACKED
Cust_5352,=("ord_201955174745_test"),"13, Jun 2019 01:03 AM",2dlwekldd7DmPFN,0584718,Item Name - 1 - 712,Item Type - 1 - 712,1.0,1.0,1.0,9.0,UNLOADED
Cust_5352,=("ord_201955174745_test"),"13, Jun 2019 01:03 AM",2dlwekldd7DmPFN,6717228,Item Name - 2 - 830,Item Type - 2 - 830,4.0,4.0,4.0,4.0,UNLOADED
Cust_5352,=("ord_201955174745_test"),"13, Jun 2019 01:03 AM",H5GdZ8f2GQmtEAV,8674130,Item Name - 1 - 987,Item Type - 1 - 987,0.0,0.0,0.0,0.0,UNLOADED
Cust_5352,=("ord_201955174745_test"),"13, Jun 2019 01:03 AM",H5GdZ8f2GQmtEAV,7483928,Item Name - 2 - 784,Item Type - 2 - 784,7.0,7.0,7.0,56.0,UNLOADED
Cust_9654,=("ord_431599868697_test"),"13, Jun 2019 01:00 AM",3t7esPayv5mtfUs,3930770,Item Name - 1 - 219,Item Type - 1 - 219,5.0,0.0,0.0,25.0,PACKED
Cust_9654,=("ord_431599868697_test"),"13, Jun 2019 01:00 AM",3t7esPayv5mtfUs,6158840,Item Name - 2 - 557,Item Type - 2 - 557,8.0,0.0,0.0,48.0,PACKED
Cust_9654,=("ord_431599868697_test"),"13, Jun 2019 01:00 AM",D0M05MbcK4TvSJg,5622856,Item Name - 1 - 968,Item Type - 1 - 968,0.0,0.0,0.0,0.0,PACKED
Cust_9654,=("ord_431599868697_test"),"13, Jun 2019 01:00 AM",D0M05MbcK4TvSJg,9693687,Item Name - 2 - 505,Item Type - 2 - 505,0.0,0.0,0.0,0.0,PACKED
Cust_0834,=("Ord_7040553_test"),"13, Jun 2019 12:59 AM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_7353,=("Ord_1996297_test"),"13, Jun 2019 12:56 AM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_2231,=("Ord_4017770_test"),"13, Jun 2019 12:54 AM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_6933,=("Ord_5688056_test"),"12, Jun 2019 11:58 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_3723,=("Ord_2031141_test"),"12, Jun 2019 11:48 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
Cust_3556,=("Ord_4425948_test"),"12, Jun 2019 11:34 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,0.0,0.0,500.0,PACKED
