accountCode,Order No.,Date,Crate Code,Item Code,Item Name,Item Type,Item Quantity,Loaded Quantity,Unloaded Quantity,Amount To Be Collected,Status
Cust_6409,=("ord_713569439672_test"),"13, Jun 2019 01:57 PM",77ktFTNWYisw2dx,8177780,Item Name - 1 - 169,Item Type - 1 - 169,7.0,0.0,0.0,28.0,PACKED
Cust_6409,=("ord_713569439672_test"),"13, Jun 2019 01:57 PM",77ktFTNWYisw2dx,7601626,Item Name - 2 - 198,Item Type - 2 - 198,8.0,0.0,0.0,0.0,PACKED
4099937,=("C4099937"),"13, Jun 2019 01:37 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,1.0,1.0,500.0,UNLOADED
Cust_7705,=("ord_507299590152_test"),"13, Jun 2019 01:30 PM",sp8EDdTSj36Z2JR,6340741,Item Name - 1 - 665,Item Type - 1 - 665,1.0,0.0,0.0,7.0,PACKED
Cust_7705,=("ord_507299590152_test"),"13, Jun 2019 01:30 PM",sp8EDdTSj36Z2JR,0981630,Item Name - 2 - 846,Item Type - 2 - 846,6.0,0.0,0.0,42.0,PACKED
Cust_7705,=("ord_507299590152_test"),"13, Jun 2019 01:30 PM",ePNvD024U4hGDav,4621268,Item Name - 1 - 720,Item Type - 1 - 720,5.0,0.0,0.0,40.0,PACKED
Cust_7705,=("ord_507299590152_test"),"13, Jun 2019 01:30 PM",ePNvD024U4hGDav,0165418,Item Name - 2 - 315,Item Type - 2 - 315,6.0,0.0,0.0,30.0,PACKED
Cust_2841,=("ord_507299590152_test"),"13, Jun 2019 01:20 PM",sp8EDdTSj36Z2JR,6340741,Item Name - 1 - 665,Item Type - 1 - 665,1.0,1.0,1.0,7.0,UNLOADED
Cust_2841,=("ord_507299590152_test"),"13, Jun 2019 01:20 PM",sp8EDdTSj36Z2JR,0981630,Item Name - 2 - 846,Item Type - 2 - 846,6.0,6.0,6.0,42.0,UNLOADED
Cust_2841,=("ord_507299590152_test"),"13, Jun 2019 01:20 PM",ePNvD024U4hGDav,4621268,Item Name - 1 - 720,Item Type - 1 - 720,5.0,5.0,5.0,40.0,UNLOADED
Cust_2841,=("ord_507299590152_test"),"13, Jun 2019 01:20 PM",ePNvD024U4hGDav,0165418,Item Name - 2 - 315,Item Type - 2 - 315,6.0,6.0,6.0,30.0,UNLOADED
Cust_3699,=("ord_862814400836_test"),"13, Jun 2019 02:27 AM",mxwBPmRG9eq0Kdd,9074877,Item Name - 1 - 002,Item Type - 1 - 002,1.0,0.0,0.0,3.0,PACKED
Cust_3699,=("ord_862814400836_test"),"13, Jun 2019 02:27 AM",mxwBPmRG9eq0Kdd,5209611,Item Name - 2 - 210,Item Type - 2 - 210,5.0,0.0,0.0,30.0,PACKED
Cust_3699,=("ord_862814400836_test"),"13, Jun 2019 02:27 AM",jFRDYdm3h2KUwzn,5089015,Item Name - 1 - 786,Item Type - 1 - 786,3.0,0.0,0.0,18.0,PACKED
Cust_3699,=("ord_862814400836_test"),"13, Jun 2019 02:27 AM",jFRDYdm3h2KUwzn,1060445,Item Name - 2 - 978,Item Type - 2 - 978,4.0,0.0,0.0,0.0,PACKED
7278188,=("C7278188"),"13, Jun 2019 02:13 AM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,1.0,1.0,500.0,UNLOADED
Cust_6432,=("ord_182792250732_test"),"13, Jun 2019 01:51 AM",OJVv42dFnu2eASx,8257515,Item Name - 1 - 439,Item Type - 1 - 439,5.0,5.0,5.0,5.0,UNLOADED
Cust_6432,=("ord_182792250732_test"),"13, Jun 2019 01:51 AM",OJVv42dFnu2eASx,5693510,Item Name - 2 - 926,Item Type - 2 - 926,3.0,3.0,3.0,6.0,UNLOADED
Cust_6432,=("ord_182792250732_test"),"13, Jun 2019 01:51 AM",IDB0MpBSX0Yn5Bs,4851650,Item Name - 1 - 462,Item Type - 1 - 462,6.0,6.0,6.0,48.0,UNLOADED
Cust_6432,=("ord_182792250732_test"),"13, Jun 2019 01:51 AM",IDB0MpBSX0Yn5Bs,4859349,Item Name - 2 - 528,Item Type - 2 - 528,5.0,5.0,5.0,15.0,UNLOADED
Cust_7821,=("ord_182792250732_test"),"13, Jun 2019 01:39 AM",OJVv42dFnu2eASx,8257515,Item Name - 1 - 439,Item Type - 1 - 439,5.0,5.0,5.0,5.0,UNLOADED
Cust_7821,=("ord_182792250732_test"),"13, Jun 2019 01:39 AM",OJVv42dFnu2eASx,5693510,Item Name - 2 - 926,Item Type - 2 - 926,3.0,3.0,3.0,6.0,UNLOADED
Cust_7821,=("ord_182792250732_test"),"13, Jun 2019 01:39 AM",IDB0MpBSX0Yn5Bs,4851650,Item Name - 1 - 462,Item Type - 1 - 462,6.0,6.0,6.0,48.0,UNLOADED
Cust_7821,=("ord_182792250732_test"),"13, Jun 2019 01:39 AM",IDB0MpBSX0Yn5Bs,4859349,Item Name - 2 - 528,Item Type - 2 - 528,5.0,5.0,5.0,15.0,UNLOADED
Cust_7342,=("ord_502799205746_test"),"12, Jun 2019 11:42 PM",VOaHFMgfYE9PAFj,6331783,Item Name - 1 - 067,Item Type - 1 - 067,7.0,0.0,0.0,14.0,PACKED
Cust_7342,=("ord_502799205746_test"),"12, Jun 2019 11:42 PM",VOaHFMgfYE9PAFj,8578284,Item Name - 2 - 755,Item Type - 2 - 755,4.0,0.0,0.0,24.0,PACKED
Cust_7342,=("ord_502799205746_test"),"12, Jun 2019 11:42 PM",beziE0it6Rm7vol,0332370,Item Name - 1 - 738,Item Type - 1 - 738,8.0,0.0,0.0,24.0,PACKED
Cust_7342,=("ord_502799205746_test"),"12, Jun 2019 11:42 PM",beziE0it6Rm7vol,6757868,Item Name - 2 - 632,Item Type - 2 - 632,8.0,0.0,0.0,0.0,PACKED
4883257,=("C4883257"),"12, Jun 2019 11:27 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,1.0,1.0,500.0,UNLOADED
Cust_5042,=("ord_300868067564_test"),"12, Jun 2019 11:13 PM",PxmVdrbB0t0ZvJo,9474200,Item Name - 1 - 822,Item Type - 1 - 822,7.0,7.0,7.0,35.0,UNLOADED
Cust_5042,=("ord_300868067564_test"),"12, Jun 2019 11:13 PM",PxmVdrbB0t0ZvJo,4831078,Item Name - 2 - 778,Item Type - 2 - 778,7.0,7.0,7.0,56.0,UNLOADED
Cust_5042,=("ord_300868067564_test"),"12, Jun 2019 11:13 PM",MRh25OVgFMtp10Z,3533007,Item Name - 1 - 346,Item Type - 1 - 346,0.0,0.0,0.0,0.0,UNLOADED
Cust_5042,=("ord_300868067564_test"),"12, Jun 2019 11:13 PM",MRh25OVgFMtp10Z,3329013,Item Name - 2 - 985,Item Type - 2 - 985,6.0,6.0,6.0,54.0,UNLOADED
Cust_8878,=("ord_300868067564_test"),"12, Jun 2019 11:04 PM",PxmVdrbB0t0ZvJo,9474200,Item Name - 1 - 822,Item Type - 1 - 822,7.0,7.0,7.0,35.0,UNLOADED
Cust_8878,=("ord_300868067564_test"),"12, Jun 2019 11:04 PM",PxmVdrbB0t0ZvJo,4831078,Item Name - 2 - 778,Item Type - 2 - 778,7.0,7.0,7.0,56.0,UNLOADED
Cust_8878,=("ord_300868067564_test"),"12, Jun 2019 11:04 PM",MRh25OVgFMtp10Z,3533007,Item Name - 1 - 346,Item Type - 1 - 346,0.0,0.0,0.0,0.0,UNLOADED
Cust_8878,=("ord_300868067564_test"),"12, Jun 2019 11:04 PM",MRh25OVgFMtp10Z,3329013,Item Name - 2 - 985,Item Type - 2 - 985,6.0,6.0,6.0,54.0,UNLOADED
4772904,=("C4772904"),"10, Jun 2019 05:31 PM",CR03413,IT043,Chicken Soup 2X200gm,soup,1.0,1.0,1.0,500.0,UNLOADED
Cust_4221,=("ord_710211393073_test"),"07, Jun 2019 08:06 PM",X5UeaF5Yy5PKe2p,2543713,Item Name - 1 - 469,Item Type - 1 - 469,4.0,0.0,0.0,4.0,PACKED
Cust_4221,=("ord_710211393073_test"),"07, Jun 2019 08:06 PM",X5UeaF5Yy5PKe2p,1055098,Item Name - 2 - 629,Item Type - 2 - 629,5.0,0.0,0.0,40.0,PACKED
Cust_4221,=("ord_710211393073_test"),"07, Jun 2019 08:06 PM",kXDA9zqA5FjSnSY,3544684,Item Name - 1 - 467,Item Type - 1 - 467,2.0,0.0,0.0,2.0,PACKED
Cust_4221,=("ord_710211393073_test"),"07, Jun 2019 08:06 PM",kXDA9zqA5FjSnSY,8882248,Item Name - 2 - 512,Item Type - 2 - 512,1.0,0.0,0.0,9.0,PACKED
﻿Cust_9604,=("ord_103333010790_test"),"07, Jun 2019 09:46 AM",IgEQfMO7bDhhyPy,2650695,Item Name - 1 - 019,Item Type - 1 - 019,9.0,9.0,9.0,18.0,UNLOADED
Cust_9604,=("ord_103333010790_test"),"07, Jun 2019 09:46 AM",IgEQfMO7bDhhyPy,8584193,Item Name - 2 - 813,Item Type - 2 - 813,3.0,3.0,3.0,24.0,UNLOADED
Cust_9604,=("ord_103333010790_test"),"07, Jun 2019 09:46 AM",yz84bjx4TTAJpFE,0339219,Item Name - 1 - 889,Item Type - 1 - 889,6.0,6.0,6.0,48.0,UNLOADED
Cust_9604,=("ord_103333010790_test"),"07, Jun 2019 09:46 AM",yz84bjx4TTAJpFE,5961178,Item Name - 2 - 272,Item Type - 2 - 272,6.0,6.0,6.0,30.0,UNLOADED
